(143270):14g8:[#]{04120609}      | Zooming in ... 
(575757):f7gj:[_]{04120609}      | Task paused, to be continued at will.
(3C5A98):f7gk:[:]{04120609}      | You are feeling rather warm.
(663333):f7gk:[&]{04120609}      | You have rested away the fatigue.
(143270):f7gk:[#]{04120609}      | You see a patch of 3 milkweeds here.
(A80000):f7gk:[!]{04120609}      | There's a fence blocking your way!
(147870):f7gk:[?]{04120609}      | Climb it?
(3C5A98):f7gk:[:]{04120609}      | You climbed successfully.
(000000):f7gk:[H]{04130609}      | Hazel grouse flees.
(000000):f7gk:[B]{04130609}      | Black grouse flees.
(143270):f7gk:[#]{04130609}      | Weapon Aspect: Blunt
(143270):f7gk:[#]{04130609}      | Aiming Zone: Head
(000000):f7gk:[Y]{04130609}      | You try to swing the black grouse with your broad axe.
(143270):f7gk:[#]{04130609}      | The attack properties of the broad axe add a decent bonus to the success of your attack.
(000000):f7gk:[Y]{04130609}      | You carry out a perfect blow.
(000000):f7gk:[Y]{04130609}      | Your broad axe strikes hard to its skull!
(A80000):f7gk:[!]{04130609}      | It drops dead in an instant!
(000000):f7gk:[@@]{04130609}     | the black grouse dies.
(143270):f7gk:[#]{04130609}      | Using: HIDEWORKING
(143270):f7gk:[#]{04130609}      | Hidework option: Skin an animal
(147870):f7gk:[?]{04130609}      | (1) You need knife.
(AB5700):f7gk:[+]{04130609}      | The fine hunting knife in your inventory will be used.
(000000):f7gk:[O]{04130609}      | Ok, you have all the necessary equipment!
(008000):f7gk:[=]{04130609}      | Ok, you obtained a decent black grouse-skin.
(008000):f7gk:[=]{04130609}      | You got black grouse feathers.
(663333):f7gk:[&]{04130609}      | You are a bit hungry.
(147870):f7gk:[?]{04130609}      | (1) You need cutting weapon - preferably a knife.
(AB5700):f7gk:[+]{04130609}      | The fine hunting knife in your inventory will be used.
(000000):f7gk:[O]{04130609}      | Ok, you have all the necessary equipment!
(000000):f7gk:[Y]{04130609}      | You start to cut the Black grouse carcass...
(3C5A98):f7gl:[:]{04130609}      | You are feeling rather warm.
(008000):f7gl:[=]{04130609}      | You got 2 edible cuts of black grouse meat.
(008000):f7gl:[=]{04130609}      | You got black grouse fat.
(000000):f7gl:[Y]{04130609}      | You hear a trap being triggered the north.
(000000):f7gl:[Y]{04130609}      | You hear a thud from the north.
(143270):f7gl:[#]{04130609}      | Using: TRAPPING
(143270):f7gl:[#]{04130609}      | TRAPS: Reset triggered trap
(3C5A98):f7gl:[:@]{04130609}     | The light lever trap is now set and readied. Don't forget to check it after a day or two.
(663333):f7gl:[&]{04130609}      | You are a bit hungry.
(000000):f7gl:[I]{04130609}      | It's plain good roasted bream.
(3C5A98):f7gl:[:]{04130609}      | You finish eating the roasted bream.
(000000):f7gl:[I]{04130609}      | It's plain good roasted roach.
(3C5A98):f7gl:[:]{04130609}      | You finish eating the roasted roach.
(000000):f7gl:[I]{04130609}      | It's plain good roasted roach.
(3C5A98):f7gl:[:]{04130609}      | You finish eating the roasted roach.
(000000):f7gl:[I]{04130609}      | It's very tasty.
(008000):f7gl:[=]{04130609}      | Burp! Your stomach is full.
(3C5A98):f7gl:[:]{04130609}      | You finish eating some of that roasted pike.
(143270):f7gl:[#]{04130609}      | Using: TRAPPING
(143270):f7gl:[#]{04130609}      | TRAPS: Bait a trap
(143270):f7gl:[#]{04130609}      | You see a dog pipe patch here.
(143270):f7gl:[#]{04130609}      | You see a dog pipe patch here.
(143270):f7gl:[#]{04130609}      | You see a growing broad bean patch here.
(3C5A98):f7gl:[:]{04130609}      | It can be harvested after couple of months. 
(143270):f7gl:[#]{04130609}      | You see a growing rye patch here.
(3C5A98):f7gl:[:]{04130609}      | It can be harvested after several months. 
(000000):f7gl:[H]{04130609}      | Hazel grouse flees.
(143270):f7gl:[#]{04130609}      | You see a patch of 13 growing sorrels here.
(3C5A98):f7gl:[:]{04130609}      | It can be harvested after a week. 
(000000):f7gl:[T]{04130609}      | The black grouse seems alert. 
(000000):f7gl:[Y]{04130609}      | You try to swing the hazel grouse with your broad axe.
(143270):f7gl:[#]{04130609}      | The attack properties of the broad axe add a decent bonus to the success of your attack.
(000000):f7gl:[Y]{04130609}      | You carry out a perfect blow.
(000000):f7gl:[Y]{04130609}      | Your broad axe strikes hard to its skull!
(A80000):f7gl:[!]{04130609}      | It drops dead in an instant!
(000000):f7gl:[@@]{04130609}     | the hazel grouse dies.
(000000):f7gl:[T]{04130609}      | The black grouse seems alert. 
(143270):f7gl:[#]{04130609}      | Using: HIDEWORKING
(143270):f7gl:[#]{04130609}      | Hidework option: Skin an animal
(147870):f7gl:[?]{04130609}      | (1) You need knife.
(AB5700):f7gl:[+]{04130609}      | The fine hunting knife in your inventory will be used.
(000000):f7gl:[O]{04130609}      | Ok, you have all the necessary equipment!
(008000):f7gl:[=]{04130609}      | Ok, you obtained a harsh hazel grouse-skin.
(008000):f7gl:[=]{04130609}      | You got hazel grouse feathers.
(147870):f7gl:[?]{04130609}      | (1) You need cutting weapon - preferably a knife.
(AB5700):f7gl:[+]{04130609}      | The fine hunting knife in your inventory will be used.
(000000):f7gl:[O]{04130609}      | Ok, you have all the necessary equipment!
(000000):f7gl:[Y]{04130609}      | You start to cut the Hazel grouse carcass...
(008000):f7gl:[=]{04130609}      | You got 1 edible cuts of hazel grouse meat.
(008000):f7gl:[=]{04130609}      | You got hazel grouse fat.
(143270):f7gl:[#]{04130609}      | Using: TRAPPING
(143270):f7gl:[#]{04130609}      | TRAPS: Reset triggered trap
(3C5A98):f7gm:[:]{04130609}      | You are feeling rather warm.
(3C5A98):f7gm:[:@]{04130609}     | The light lever trap is now set and readied. Don't forget to check it after a day or two.
(143270):f7gm:[#]{04130609}      | You see a patch of 8 growing sorrels here.
(3C5A98):f7gm:[:]{04130609}      | It can be harvested after half a week. 
(663333):f7gm:[&]{04130609}      | You are a bit thirsty.
(143270):f7gm:[#]{04130609}      | You see a patch of 4 growing sorrels here.
(3C5A98):f7gm:[:]{04130609}      | It can be harvested after a week. 
(000000):f7gm:[Y]{04130609}      | You try to swing the black grouse with your broad axe.
(143270):f7gm:[#]{04130609}      | The attack properties of the broad axe add a decent bonus to the success of your attack.
(000000):f7gm:[Y]{04130609}      | You fail to do more than a sloppy blow.
(000000):f7gm:[Y]{04130609}      | You land a solid hit to its thorax.
(000000):f7gm:[T]{04130609}      | The black grouse falls prone.
(3C5A98):f7gm:[:]{04130609}      | The black grouse seems to have fallen unconscious.
(143270):f7gm:[#]{04130609}      | Weapon Aspect: Blunt
(143270):f7gm:[#]{04130609}      | Aiming Zone: Skull
(000000):f7gm:[Y]{04130609}      | You try to swing the black grouse with your broad axe.
(143270):f7gm:[#]{04130609}      | The attack properties of the broad axe add a decent bonus to the success of your attack.
(000000):f7gm:[Y]{04130609}      | You carry out a perfect blow.
(000000):f7gm:[Y]{04130609}      | Your broad axe strikes hard to its skull!
(A80000):f7gm:[!]{04130609}      | It drops dead in an instant!
(000000):f7gm:[@@]{04130609}     | the black grouse sighs once, then stays laying dead still.
(143270):f7gm:[#]{04130609}      | Using: HIDEWORKING
(143270):f7gm:[#]{04130609}      | Hidework option: Skin an animal
(147870):f7gm:[?]{04130609}      | (1) You need knife.
(AB5700):f7gm:[+]{04130609}      | The fine hunting knife in your inventory will be used.
(000000):f7gm:[O]{04130609}      | Ok, you have all the necessary equipment!
(008000):f7gm:[=]{04130609}      | Ok, you obtained a harsh black grouse-skin.
(008000):f7gm:[=]{04130609}      | You got black grouse feathers.
(143270):f7gm:[#]{04130609}      | Using: TRAPPING
(147870):f7gm:[?]{04130609}      | (1) You need cutting weapon - preferably a knife.
(AB5700):f7gm:[+]{04130609}      | The fine hunting knife in your inventory will be used.
(000000):f7gm:[O]{04130609}      | Ok, you have all the necessary equipment!
(000000):f7gm:[Y]{04130609}      | You start to cut the Black grouse carcass...
(008000):f7gm:[=]{04130609}      | You got 2 edible cuts of black grouse meat.
(008000):f7gm:[=]{04130609}      | You got black grouse fat.
(143270):f7gm:[#]{04130609}      | Using: HERBLORE
(575757):f7gm:[_]{04130609}      | To examine something in your inventory, move to a location where the are no plants.
(143270):f7gm:[#]{04130609}      | Using: TRAPPING
(143270):f7gm:[#]{04130609}      | TRAPS: Reset triggered trap
(3C5A98):f7gm:[:@]{04130609}     | The light lever trap is now set and readied. Don't forget to check it after a day or two.
(663333):f7gm:[&]{04130609}      | You are a bit thirsty.
(A80000):f7gm:[!]{04130609}      | There's a fence blocking your way!
(147870):f7gm:[?]{04130609}      | Climb it?
(3C5A98):f7gm:[:]{04130609}      | You climbed successfully.
(143270):f7gm:[#]{04120609}      | You see a rock here.
(143270):f7gm:[#]{04120609}      | Using: HIDEWORKING
(143270):f7gm:[#]{04120609}      | Using: AGRICULTURE
(143270):f7gm:[#]{04120609}      | Agriculture option: Harvest
(000000):f7gm:[O]{04120609}      | Ok. You harvested 3 milkweeds.
(143270):f7gm:[#]{04120609}      | You see 3 milkweeds here.
(143270):f7gm:[#]{04120609}      | Using: AGRICULTURE
(143270):f7gm:[#]{04120609}      | Agriculture option: Thresh (for grain/seeds/leaves)
(3C5A98):f7gn:[:]{04120609}      | You are feeling rather warm.
(3C5A98):f7gn:[:]{04120609}      | You finish threshing having the harvest now lying on the ground here.
(663333):f7gn:[&]{04120609}      | You are a bit thirsty.
(A80000):f7gn:[!]{04120609}      | You feel pleasant.
(3C5A98):f7gn:[:]{04120609}      | You pick up the 3 milkweed roots.
(3C5A98):f7gn:[:]{04120609}      | You pick up the 3 fistfuls of milkweed leaves.
(143270):f7gn:[#]{04120609}      | You see a patch of 3 growing milkweeds here.
(3C5A98):f7gn:[:]{04120609}      | It can be harvested after two days. 
(143270):f7gn:[#]{04120609}      | You see a tree trunk here.
(143270):f7gn:[#]{04120609}      | You see 24 logs here.
(143270):f7gn:[#]{04120609}      | You see a turnip here.
(143270):f7gn:[#]{04120609}      | You see a birch-bark box of turnip seeds here.
(143270):f7gn:[#]{04120609}      | You see a picked puzzling grass patch here.
(143270):f7gn:[#]{04120609}      | You see 24 logs here.
(AB5700):f7gn:[+]{04120609}      | You gently set the hazel grouse cut on the ground as a sacrifice.
(143270):f7gn:[#]{04120609}      | You feel comfortable.
(143270):f7gn:[#]{04120609}      | Zooming out ... 
(143270):f7gn:[#]{0412060D}      | You see a branch here.
(143270):f7gn:[#]{0412060F}      | There is a shelter at this location.
(143270):f7gn:[#]{0412060F}      | There is set trap(s) at this location.
(143270):f7gn:[#]{0412060F}      | Zooming in ... 
(000000):f7gn:[B]{0412060F}      | By this lake, where the surface of the water reflects images of both you and the skies above, you take a closer look at this area.
(147870):f7gn:[?]{0412060F}      | Drink from the natural source?
(3C5A98):f7gn:[:]{0412060F}      | You drink some water.
(008000):f7gn:[=]{0412060F}      | Your thirst is extinguished.
(143270):f7gn:[#]{0412060F}      | You see a burnt-out fire here.
(143270):f7gn:[#]{0412060F}      | Using: HIDEWORKING
(143270):f7gn:[#]{0412060F}      | Hidework option: Clean the skin
(147870):f7gn:[?]{0412060F}      | (1) You need cutting weapon.
(AB5700):f7gn:[+]{0412060F}      | The fine hunting knife in your inventory will be used.
(147870):f7gn:[?]{0412060F}      | (2) You need 0.14 Lbs of water.
(000000):f7gn:[T]{0412060F}      | There is plenty of water nearby.
(000000):f7gn:[O]{0412060F}      | Ok, you have all the necessary equipment!
(143270):f7gn:[#]{0412060F}      | You start to scrape and rinse the skin clean from any remaining flesh and fat.
(AB5700):f7gn:[+]{0412060F}      | You obtained a decent clean black grouse-skin which can be now processed further, or cured for preservation.
(147870):f7gn:[?]{0412060F}      | (1) You need cutting weapon.
(AB5700):f7gn:[+]{0412060F}      | The fine hunting knife in your inventory will be used.
(147870):f7gn:[?]{0412060F}      | (2) You need 0.10 Lbs of water.
(000000):f7gn:[T]{0412060F}      | There is plenty of water nearby.
(000000):f7gn:[O]{0412060F}      | Ok, you have all the necessary equipment!
(143270):f7gn:[#]{0412060F}      | You start to scrape and rinse the skin clean from any remaining flesh and fat.
(3C5A98):g7g0:[:]{0412060F}      | You are feeling rather warm.
(AB5700):g7g0:[+]{0412060F}      | You obtained a harsh clean hazel grouse-skin which can be now processed further, or cured for preservation.
(147870):g7g0:[?]{0412060F}      | (1) You need cutting weapon.
(AB5700):g7g0:[+]{0412060F}      | The fine hunting knife in your inventory will be used.
(147870):g7g0:[?]{0412060F}      | (2) You need 0.13 Lbs of water.
(000000):g7g0:[T]{0412060F}      | There is plenty of water nearby.
(000000):g7g0:[O]{0412060F}      | Ok, you have all the necessary equipment!
(143270):g7g0:[#]{0412060F}      | You start to scrape and rinse the skin clean from any remaining flesh and fat.
(AB5700):g7g0:[+]{0412060F}      | You obtained a harsh clean black grouse-skin which can be now processed further, or cured for preservation.
(575757):g7g0:[_]{0412060F}      | You could have done better, but can't make good out of bad.
(143270):g7g0:[#]{0412060F}      | Using: HIDEWORKING
(143270):g7g0:[#]{0412060F}      | Hidework option: Tan the skin
(143270):g7g0:[#]{0412060F}      | Tanning process now requires you to apply tanning material.
(147870):g7g0:[?]{0412060F}      | (1) You need 0.14 Lbs of water.
(000000):g7g0:[T]{0412060F}      | There is plenty of water nearby.
(147870):g7g0:[?]{0412060F}      | (2) You need 0.03 Lbs of tanning material.
(575757):g7g0:[_]{0412060F}      | (Either alder/willow bark (peeled by using timbercraft skill) or animal fat can be used as a tanning material.)
(A80000):g7g0:[!]{0412060F}      | Canceled.
(143270):g7g0:[#]{0412060F}      | Tanning process now requires you to apply tanning material.
(147870):g7g0:[?]{0412060F}      | (1) You need 0.10 Lbs of water.
(000000):g7g0:[T]{0412060F}      | There is plenty of water nearby.
(147870):g7g0:[?]{0412060F}      | (2) You need 0.02 Lbs of tanning material.
(575757):g7g0:[_]{0412060F}      | (Either alder/willow bark (peeled by using timbercraft skill) or animal fat can be used as a tanning material.)
(000000):g7g0:[O]{0412060F}      | Ok, you have all the necessary equipment!
(143270):g7g0:[#]{0412060F}      | You start to rub the tanning material on the skin.
(143270):g7g0:[#]{0412060F}      | The skin is now left alone for the tanning material to get working.
(575757):g7g0:[_]{0412060F}      | This step is complete in a few hours. After that, continue tanning the skin until the whole process is finished off.
(AB5700):g7g0:[+]{0412060F}      | You gently set the black grouse cut on the ground as a sacrifice.
(143270):g7g0:[#]{0412060F}      | You feel comfortable.
(A80000):g7g0:[!]{0412060F}      | Doing this ritual feels meaningless.
(143270):g7g0:[#]{0412060F}      | Using: HIDEWORKING
(143270):g7g0:[#]{0412060F}      | Hidework option: Tan the skin
(143270):g7g0:[#]{0412060F}      | Tanning process now requires you to apply tanning material.
(147870):g7g0:[?]{0412060F}      | (1) You need 0.13 Lbs of water.
(000000):g7g0:[T]{0412060F}      | There is plenty of water nearby.
(147870):g7g0:[?]{0412060F}      | (2) You need 0.03 Lbs of tanning material.
(575757):g7g0:[_]{0412060F}      | (Either alder/willow bark (peeled by using timbercraft skill) or animal fat can be used as a tanning material.)
(000000):g7g0:[O]{0412060F}      | Ok, you have all the necessary equipment!
(143270):g7g0:[#]{0412060F}      | You start to rub the tanning material on the skin.
(3C5A98):g7g1:[:]{0412060F}      | You are feeling rather warm.
(143270):g7g1:[#]{0412060F}      | The skin is now left alone for the tanning material to get working.
(575757):g7g1:[_]{0412060F}      | This step is complete in a few hours. After that, continue tanning the skin until the whole process is finished off.
(143270):g7g1:[#]{0412060F}      | Tanning process now requires you to apply tanning material.
(147870):g7g1:[?]{0412060F}      | (1) You need 0.14 Lbs of water.
(000000):g7g1:[T]{0412060F}      | There is plenty of water nearby.
(147870):g7g1:[?]{0412060F}      | (2) You need 0.03 Lbs of tanning material.
(575757):g7g1:[_]{0412060F}      | (Either alder/willow bark (peeled by using timbercraft skill) or animal fat can be used as a tanning material.)
(000000):g7g1:[O]{0412060F}      | Ok, you have all the necessary equipment!
(143270):g7g1:[#]{0412060F}      | You start to rub the tanning material on the skin.
(143270):g7g1:[#]{0412060F}      | The skin is now left alone for the tanning material to get working.
(575757):g7g1:[_]{0412060F}      | This step is complete in a few hours. After that, continue tanning the skin until the whole process is finished off.
(575757):g7g1:[_]{0412060F}      | You could have done better, but can't make good out of bad.
(143270):g7g1:[#]{0412060F}      | You see a burnt-out fire here.
(143270):g7g1:[#]{0412060F}      | You see 23 inferior boards here.
(A80000):g7g1:[!]{0412060F}      | Nggggh! 23 Boards is too heavy for you to lift.
(3C5A98):g7g1:[:]{0412060F}      | You pick up the 8 inferior boards.
(3C5A98):g7g1:[:]{0412060F}      | You pick up the 7 inferior boards.
(3C5A98):g7g1:[:]{0412060F}      | You drop the 4 inferior boards.
(000000):g7g1:[S]{0412060F}      | Small Rig withdraws from your way.
(663333):g7g1:[&]{0412060F}      | You are a bit hungry.
(143270):g7g1:[#]{0412060F}      | There are several objects here:
(000000):g7g1:[p]{0412060F}      | poor wooden shovel
(000000):g7g1:[b]{0412060F}      | bark
(000000):g7g1:[3]{0412060F}      | 31 eagle owl feathers
(000000):g7g1:[h]{0412060F}      | harsh elk leather
(000000):g7g1:[b]{0412060F}      | bark
(575757):g7g1:[_]{0412060F}      | ...and 5 more.
(3C5A98):g7g1:[:]{0412060F}      | You drop the 34 black grouse feathers.
(3C5A98):g7g1:[:]{0412060F}      | You drop the 12 hazel grouse feathers.
(143270):g7g1:[#]{0412060F}      | Zooming out ... 
(143270):g7g1:[#]{0412060D}      | You see a branch here.
(3C5A98):g7g1:[:]{0412060A}      | You feel weary.
(143270):g7g1:[#]{04120609}      | There's your settlement at this location.
(143270):g7g1:[#]{04120609}      | There is a shelter at this location.
(143270):g7g1:[#]{04120609}      | There is set trap(s) at this location.
(143270):g7g1:[#]{04120609}      | Zooming in ... 
(000000):g7g1:[Y]{04120609}      | You have come at your settlement and enter the familiar and cosy courtyard.You take a closer look at this area.
(000000):g7g1:[I]{04120609}      | It's very tasty.
(008000):g7g1:[=]{04120609}      | Burp! Your stomach is full.
(3C5A98):g7g1:[:]{04120609}      | You finish eating some of that roasted pike.
(3C5A98):g7g1:[:]{04120609}      | You drop the 3 milkweed roots.
(3C5A98):g7g1:[:]{04120609}      | You drop the 3 fistfuls of milkweed leaves.
(143270):g7g1:[#]{04120609}      | Things that are here:
(000000):g7g1:[4]{04120609}      | 45 eagle owl feathers
(000000):g7g1:[3]{04120609}      | 37 kuikka feathers
(000000):g7g1:[2]{04120609}      | 23 mallard feathers
(000000):g7g1:[1]{04120609}      | 19 goldeneye feathers
(143270):g7g1:[#]{04120609}      | You see a patch of 5 growing milkweeds here.
(3C5A98):g7g1:[:]{04120609}      | It can be harvested after a day. 
(143270):g7g1:[#]{04120609}      | Things that are here:
(000000):g7g1:[2]{04120609}      | 23 slender tree trunks
(000000):g7g1:[1]{04120609}      | 14 boards
(000000):g7g1:[f]{04120609}      | fine board
(000000):g7g1:[5]{04120609}      | 5 inferior boards
(3C5A98):g7g1:[:]{04120609}      | You drop the 11 inferior boards.
(A80000):g7g1:[!]{04120609}      | There's a fence blocking your way!
(147870):g7g1:[?]{04120609}      | Climb it?
(3C5A98):g7g1:[:]{04120609}      | You climbed successfully.
(143270):g7g1:[#]{04130609}      | You see a rock here.
(143270):g7g1:[#]{04130609}      | You see a rock here.
(143270):g7g1:[#]{04130609}      | You see a growing broad bean patch here.
(3C5A98):g7g1:[:]{04130609}      | It can be harvested after couple of months. 
(143270):g7g1:[#]{04130609}      | You see a growing odd grass patch here.
(143270):g7g1:[#]{04130609}      | Using: HERBLORE
(A80000):g7g1:[!]{04130609}      | No plants there.
(143270):g7g1:[#]{04130609}      | Using: HERBLORE
(000000):g7g1:[Y]{04130609}      | You do not recognize what the odd grass might be.
(000000):g7g1:[S]{04130609}      | Small Rig withdraws from your way.
(143270):g7g1:[#]{04130609}      | You see a patch of 5 growing odd grasses here.
(143270):g7g1:[#]{04130609}      | Using: HERBLORE
(000000):g7g1:[Y]{04130609}      | You do know that's a rye.
(143270):g7g1:[#]{04130609}      | Using: HERBLORE
(000000):g7g1:[Y]{04130609}      | You do know that's a broad bean.
(143270):g7g1:[#]{04130609}      | You see a growing broad bean patch here.
(3C5A98):g7g1:[:]{04130609}      | It can be harvested after couple of months. 
(143270):g7g1:[#]{04130609}      | You see a patch of 9 growing ryes here.
(3C5A98):g7g1:[:]{04130609}      | It can be harvested after several months. 
(143270):g7g1:[#]{04130609}      | You see a patch of 23 growing ryes here.
(3C5A98):g7g1:[:]{04130609}      | It can be harvested after several months. 
(3C5A98):g7g1:[:]{04130609}      | You feel weary.
(143270):g7g1:[#]{04130609}      | You see a growing sorrel patch here.
(3C5A98):g7g1:[:]{04130609}      | It can be harvested after a week. 
(143270):g7g1:[#]{04130609}      | Using: HERBLORE
(000000):g7g1:[Y]{04130609}      | You do know that's a sorrel.
(143270):g7g1:[#]{04130609}      | You see a growing sorrel patch here.
(3C5A98):g7g1:[:]{04130609}      | It can be harvested after a week. 
(3C5A98):g7g2:[:]{04130609}      | You are feeling rather warm.
(3C5A98):g7g2:[:]{04130609}      | You feel weary.
(143270):g7g2:[#]{04130609}      | You see a patch of 10 growing sorrels here.
(3C5A98):g7g2:[:]{04130609}      | It can be harvested after a week. 
(000000):g7g2:[S]{04130609}      | Small Rig withdraws from your way.
(A80000):g7g2:[!]{04130609}      | There's a fence blocking your way!
(147870):g7g2:[?]{04130609}      | Climb it?
(3C5A98):g7g2:[:]{04130609}      | You climbed successfully.
(143270):g7g2:[#]{04120609}      | You see a turnip here.
(143270):g7g2:[#]{04120609}      | You see a birch-bark box of turnip seeds here.
(3C5A98):g7g2:[:]{04120609}      | You pick up the birch-bark box of turnip seeds.
(AB5700):g7g2:[+]{04120609}      | Use this command also to unpack your pack animal or pick items from your companion.
(143270):g7g2:[#]{04120609}      | You start unpacking items from Small Rig.
(A80000):g7g2:[!]{04120609}      | Small Rig is not carrying anything!
(3C5A98):g7g2:[:]{04120609}      | You pick up the turnip.
(143270):g7g2:[#]{04120609}      | You see a picked puzzling grass patch here.
(143270):g7g2:[#]{04120609}      | Using: AGRICULTURE
(143270):g7g2:[#]{04120609}      | Agriculture option: Thresh (for grain/seeds/leaves)
(A80000):g7g2:[!]{04120609}      | There's is nothing to thresh at this very location!
(143270):g7g2:[#]{04120609}      | Using: HERBLORE
(000000):g7g2:[Y]{04120609}      | You do not recognize what the puzzling grass might be.
(143270):g7g2:[#]{04120609}      | You see a picked puzzling grass patch here.
(143270):g7g2:[#]{04120609}      | Using: AGRICULTURE
(143270):g7g2:[#]{04120609}      | Agriculture option: Harvest
(143270):g7g2:[#]{04120609}      | Using: AGRICULTURE
(143270):g7g2:[#]{04120609}      | Agriculture option: Harvest
(A80000):g7g2:[!]{04120609}      | You find nothing to harvest there.
(143270):g7g2:[#]{04120609}      | You see a picked puzzling grass patch here.
(143270):g7g2:[#]{04120609}      | Using: AGRICULTURE
(143270):g7g2:[#]{04120609}      | Agriculture option: Thresh (for grain/seeds/leaves)
(A80000):g7g2:[!]{04120609}      | There's is nothing to thresh at this very location!
(143270):g7g2:[#]{04120609}      | You see a patch of 5 growing milkweeds here.
(3C5A98):g7g2:[:]{04120609}      | It can be harvested after half a week. 
(A80000):g7g2:[!]{04120609}      | There's a rowan blocking your way!
(143270):g7g2:[#]{04120609}      | You see 2 unfamiliar mushrooms here.
(143270):g7g2:[#]{04120609}      | Using: HERBLORE
(000000):g7g2:[Y]{04120609}      | You do not recognize what the unfamiliar mushroom might be.
(143270):g7g2:[#]{04120609}      | You see a rock here.
(143270):g7g2:[#]{04120609}      | You see 3 unfamiliar mushrooms here.
(143270):g7g2:[#]{04120609}      | Using: HERBLORE
(575757):g7g2:[_]{04120609}      | No plants around. You can examine something in your inventory.
(143270):g7g2:[#]{04120609}      | Using: AGRICULTURE
(143270):g7g2:[#]{04120609}      | Agriculture option: Harvest
(A80000):g7g2:[!]{04120609}      | You find nothing to harvest there.
(143270):g7g2:[#]{04120609}      | You see 2 puzzling grasses here.
(143270):g7g2:[#]{04120609}      | Using: AGRICULTURE
(143270):g7g2:[#]{04120609}      | Agriculture option: Thresh (for grain/seeds/leaves)
(147870):g7g2:[?]{04120609}      | Cancel current task?
(A80000):g7g2:[!]{04120609}      | Task cancelled!
(3C5A98):g7g2:[:]{04120609}      | You finish threshing having the harvest now lying on the ground here.
(3C5A98):g7g2:[:]{04120609}      | You pick up the 2 puzzling roots.
(3C5A98):g7g2:[:]{04120609}      | You pick up the 2 bunches of puzzling leaves.
(3C5A98):g7g2:[:]{04120609}      | You pick up the 2 bunches of puzzling flowers.
(143270):g7g2:[#]{04120609}      | You see a stone here.
(143270):g7g2:[#]{04120609}      | You see a unfamiliar mushroom here.
(143270):g7g2:[#]{04120609}      | You see a rock here.
(000000):g7g2:[S]{04120609}      | Small Rig withdraws from your way.
(143270):g7g2:[#]{04120609}      | Things that are here:
(000000):g7g2:[1]{04120609}      | 12 inferior wooden stakes
(000000):g7g2:[1]{04120609}      | 18 wooden stakes
(143270):g7g2:[#]{04120609}      | You see a patch of 4 growing milkweeds here.
(3C5A98):g7g2:[:]{04120609}      | It can be harvested after few days. 
(143270):g7g2:[#]{04120609}      | Things that are here:
(000000):g7g2:[b]{04120609}      | birch-bark basket
(000000):g7g2:[h]{04120609}      | handaxe
(000000):g7g2:[s]{04120609}      | shovel
(143270):g7g2:[#]{04120609}      | Things that are here:
(000000):g7g2:[3]{04120609}      | 3 milkweed roots
(000000):g7g2:[3]{04120609}      | 3 fistfuls of milkweed leaves
(3C5A98):g7g2:[:]{04120609}      | You drop the 2 puzzling roots.
(3C5A98):g7g2:[:]{04120609}      | You drop the 2 bunches of puzzling leaves.
(3C5A98):g7g2:[:]{04120609}      | You drop the 2 bunches of puzzling flowers.
(A80000):g7g2:[!]{04120609}      | There's a birch blocking your way!
(143270):g7g2:[#]{04120609}      | You see 6 logs here.
(000000):g7g2:[I]{04120609}      | It's plain good turnip.
(008000):g7g2:[=]{04120609}      | Burp! Your stomach is full.
(3C5A98):g7g2:[:]{04120609}      | You finish eating some of that turnip.
(A80000):g7g2:[!]{04120609}      | There's a fence blocking your way!
(147870):g7g2:[?]{04120609}      | Climb it?
(3C5A98):g7g2:[:]{04120609}      | You climbed successfully.
(3C5A98):g7g2:[:]{04130609}      | You feel weary.
(143270):g7g2:[#]{04130609}      | Using: AGRICULTURE
(143270):g7g2:[#]{04130609}      | Agriculture option: Plant/sow
(008000):g7g2:[=]{04130609}      | Ok. You planted a patch of turnip here. Time will tell how many will sprout.
(000000):g7g2:[S]{04130609}      | Small Rig withdraws from your way.
(008000):g7g2:[=]{04130609}      | Ok. You planted a patch of turnip here. Time will tell how many will sprout.
(143270):g7g2:[#]{04130609}      | Zooming out ... 
(143270):g7g2:[#]{04130609}      | Zooming in ... 
(000000):g7g2:[T]{04130609}      | There is field here and you take a closer look at this area.
(000000):g7g2:[S]{04130609}      | Small Rig withdraws from your way.
(143270):g7g2:[#]{04130609}      | You see small dog called Small Rig (leashed) here.
(008000):g7g2:[=]{04130609}      | Ok. You planted a patch of turnip here. Time will tell how many will sprout.
(A80000):g7g2:[!]{04130609}      | There's a fence blocking your way!
(147870):g7g2:[?]{04130609}      | Climb it?
(3C5A98):g7g2:[:]{04130609}      | You climbed successfully.
(143270):g7g2:[#]{04120609}      | You see a patch of 3 growing milkweeds here.
(3C5A98):g7g2:[:]{04120609}      | It can be harvested after a day. 
(143270):g7g2:[#]{04120609}      | You see a growing milkweed patch here.
(3C5A98):g7g2:[:]{04120609}      | It can be harvested after a week. 
(143270):g7g2:[#]{04120609}      | Things that are here:
(000000):g7g2:[3]{04120609}      | 3 milkweed roots
(000000):g7g2:[3]{04120609}      | 3 fistfuls of milkweed leaves
(000000):g7g2:[2]{04120609}      | 2 puzzling roots
(000000):g7g2:[2]{04120609}      | 2 bunches of puzzling leaves
(000000):g7g2:[2]{04120609}      | 2 bunches of puzzling flowers
